Retailer,Address,CITY,ZIP,County,Game,Year,Month,Winnings
TOWN & COUNTRY SUPERMKT,355 E 5TH ST,MOUNTAIN VIEW,65548,HOWELL,TRIPLE PLAY,2016,1,0
TOWN & COUNTRY SUPERMKT,719 OZARK ST,CABOOL,65689,TEXAS,TRIPLE PLAY,2016,1,0
TOWN & COUNTRY SUPERMKT,719 OZARK ST,CABOOL,65689,TEXAS,TRIPLE PLAY,2016,2,0
TOWN & COUNTRY SUPERMKT,245 E ROLLA ST,HARTVILLE,65667,WRIGHT,TRIPLE PLAY,2016,1,60
MULCH'S COUNTRY MART,402 N MASON ST,CARROLLTON,64633,CARROLL,TRIPLE PLAY,2016,1,0
WELBORN FOOD CENTER,204 E MAIN ST,DREXEL,64742,CASS,TRIPLE PLAY,2016,1,0
BLACKJACK FIRESTONE,4895 PARKER RD,ST LOUIS,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,48
BLACKJACK FIRESTONE,4895 PARKER RD,ST LOUIS,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
GAS & STUFF,S 2599 OLD HIGHWAY 141,FENTON,63026,JEFFERSON,TRIPLE PLAY,2016,1,140
JIM'S GROCERY,611 N 3RD ST,HAYTI,63851,PEMISCOT,TRIPLE PLAY,2016,1,0
KINGSHIGHWAY PROPERTIES,1315 N KINGSHIGHWAY BLVD,ST LOUIS,63113,ST. LOUIS CITY,TRIPLE PLAY,2016,1,0
WHARF PHARMACY,2175 W TERRA LN,OFALLON,63366,ST. CHARLES,TRIPLE PLAY,2016,1,4
GASPER'S,3325 COUNTY RD 211,KINGDOM CITY,65262,CALLAWAY,TRIPLE PLAY,2016,1,0
FAS-TRIP 102,904 E 5TH ST,WASHINGTON,63090,FRANKLIN,TRIPLE PLAY,2016,1,96
FAS-TRIP 102,904 E 5TH ST,WASHINGTON,63090,FRANKLIN,TRIPLE PLAY,2016,2,0
RICHARDS BROTHERS,102 W 2ND ST,MOUNTAIN GROVE,65711,WRIGHT,TRIPLE PLAY,2016,1,6
RICHARDS BROTHERS,102 W 2ND ST,MOUNTAIN GROVE,65711,WRIGHT,TRIPLE PLAY,2016,2,0
ELKS LODGE 801,1012 TINSMAN AVE,TRENTON,64683,GRUNDY,TRIPLE PLAY,2016,1,0
CREVE COEUR MEMORIAL PST,E 934 RUE DE LA BANQUE,CREVE COEUR,63141,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
CREVE COEUR MEMORIAL PST,E 934 RUE DE LA BANQUE,CREVE COEUR,63141,ST. LOUIS COUNTY,TRIPLE PLAY,2016,5,0
QUIKTRIP 153,1401 ARMOUR RD,N KANSAS CITY,64116,CLAY,TRIPLE PLAY,2016,1,48
QUIKTRIP 153,1401 ARMOUR RD,N KANSAS CITY,64116,CLAY,TRIPLE PLAY,2016,2,0
QUIKTRIP 161,2601 S 291 HWY,INDEPENDENCE,64057,JACKSON,TRIPLE PLAY,2016,1,44
QUIKTRIP 162,801 SE 291 HWY,LEES SUMMIT,64063,JACKSON,TRIPLE PLAY,2016,1,18
QUIKTRIP 162,801 SE 291 HWY,LEES SUMMIT,64063,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 162,801 SE 291 HWY,LEES SUMMIT,64063,JACKSON,TRIPLE PLAY,2016,3,0
QUIKTRIP 165,2321 LEES SUMMIT RD,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,1,40
QUIKTRIP 165,2321 LEES SUMMIT RD,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 169,5108 NE VIVION RD,KANSAS CITY,64119,CLAY,TRIPLE PLAY,2016,1,52
QUIKTRIP 169,5108 NE VIVION RD,KANSAS CITY,64119,CLAY,TRIPLE PLAY,2016,2,0
QUIKTRIP 170,4600 NW GATEWAY DR,RIVERSIDE,64150,PLATTE,TRIPLE PLAY,2016,1,90
QUIKTRIP 173,528 NW ENGLEWOOD RD,KANSAS CITY,64118,CLAY,TRIPLE PLAY,2016,1,64
QUIKTRIP 173,528 NW ENGLEWOOD RD,KANSAS CITY,64118,CLAY,TRIPLE PLAY,2016,2,0
QUIKTRIP 176,1201 WESTPORT RD,KANSAS CITY,64111,JACKSON,TRIPLE PLAY,2016,1,28
QUIKTRIP 176,1201 WESTPORT RD,KANSAS CITY,64111,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 180,1301 NW WOODS CHAPEL RD,BLUE SPRINGS,64015,JACKSON,TRIPLE PLAY,2016,1,72
QUIKTRIP 181,2590 NE 72ND ST,GLADSTONE,64118,CLAY,TRIPLE PLAY,2016,1,6
QUIKTRIP 184,4327 MAIN ST,KANSAS CITY,64111,JACKSON,TRIPLE PLAY,2016,1,12
QUIKTRIP 184,4327 MAIN ST,KANSAS CITY,64111,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 190,344 W 72ND ST,KANSAS CITY,64114,JACKSON,TRIPLE PLAY,2016,1,22
QUIKTRIP 190,344 W 72ND ST,KANSAS CITY,64114,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 193,600 NW 68TH ST,KANSAS CITY,64118,CLAY,TRIPLE PLAY,2016,1,14
QUIKTRIP 193,600 NW 68TH ST,KANSAS CITY,64118,CLAY,TRIPLE PLAY,2016,2,0
QUIKTRIP 197R,13100 HOLMES RD,KANSAS CITY,64145,JACKSON,TRIPLE PLAY,2016,1,66
QUIKTRIP 197R,13100 HOLMES RD,KANSAS CITY,64145,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 200R,120 SW 150 HWY,LEES SUMMIT,64082,JACKSON,TRIPLE PLAY,2016,1,22
QUIKTRIP 200R,120 SW 150 HWY,LEES SUMMIT,64082,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 201,19010 E US HWY 24 STE 20,INDEPENDENCE,64056,JACKSON,TRIPLE PLAY,2016,1,32
QUIKTRIP 201,19010 E US HWY 24 STE 20,INDEPENDENCE,64056,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 204,6835 E TRUMAN RD,KANSAS CITY,64126,JACKSON,TRIPLE PLAY,2016,1,48
QUIKTRIP 204,6835 E TRUMAN RD,KANSAS CITY,64126,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 207,8501 WINNER RD,KANSAS CITY,64125,JACKSON,TRIPLE PLAY,2016,1,10
QUIKTRIP 207,8501 WINNER RD,KANSAS CITY,64125,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 208,800 NE WOODS CHAPEL RD,LEES SUMMIT,64064,JACKSON,TRIPLE PLAY,2016,1,258
QUIKTRIP 208,800 NE WOODS CHAPEL RD,LEES SUMMIT,64064,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 208,800 NE WOODS CHAPEL RD,LEES SUMMIT,64064,JACKSON,TRIPLE PLAY,2016,6,0
QUIKTRIP 209,9323 E 350 HWY,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,1,110
QUIKTRIP 209,9323 E 350 HWY,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,3,0
QUIKTRIP 217,705 SW WESTBOUND US 40 H,BLUE SPRINGS,64015,JACKSON,TRIPLE PLAY,2016,1,30
QUIKTRIP 218,7133 NW BARRY RD,KANSAS CITY,64153,PLATTE,TRIPLE PLAY,2016,1,114
QUIKTRIP 175R,16001 E US 24 HWY,INDEPENDENCE,64050,JACKSON,TRIPLE PLAY,2016,1,16
QUIKTRIP 175R,16001 E US 24 HWY,INDEPENDENCE,64050,JACKSON,TRIPLE PLAY,2016,4,0
QUIKTRIP 224,6551 E FRONT ST,KANSAS CITY,64120,JACKSON,TRIPLE PLAY,2016,1,64
QUIKTRIP 224,6551 E FRONT ST,KANSAS CITY,64120,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 228,2525 BURLINGTON ST,N KANSAS CITY,64116,CLAY,TRIPLE PLAY,2016,1,108
QUIKTRIP 228,2525 BURLINGTON ST,N KANSAS CITY,64116,CLAY,TRIPLE PLAY,2016,2,0
QUIKTRIP 229R,7100 NE PARVIN RD,KANSAS CITY,64117,CLAY,TRIPLE PLAY,2016,1,12
QUIKTRIP 229R,7100 NE PARVIN RD,KANSAS CITY,64117,CLAY,TRIPLE PLAY,2016,4,0
R & P SERVICE,I 55 & HWY 84,HAYTI,63851,PEMISCOT,TRIPLE PLAY,2016,1,4
DDT PKG LIQUOR,7206 ST CHARLES ROCK RD,PAGEDALE,63133,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,12
UNDERWOOD EXPRESS MART 1,409 S MILL ST,ROGERSVILLE,65742,WEBSTER,TRIPLE PLAY,2016,1,0
CRYSTAL CITY 111,801 N TRUMAN BLVD,CRYSTAL CITY,63019,JEFFERSON,TRIPLE PLAY,2016,1,40
BATES GROCERY,16119 W US HWY 54,MACKS CREEK,65786,CAMDEN,TRIPLE PLAY,2016,1,24
BOWERS TOBACCO STORE,N 2ND ST,AMORET,64722,BATES,TRIPLE PLAY,2016,1,8
MARKET AT SWEET SPGS THE,401 S LOCUST ST,SWEET SPRINGS,65351,SALINE,TRIPLE PLAY,2016,1,0
FAIRMONT LIQUORS,10609 E US HIGHWAY 24,INDEPENDENCE,64054,JACKSON,TRIPLE PLAY,2016,1,64
PETRO MART 20,3161 ASHBY RD,ST ANN,63074,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,108
PETRO MART 20,3161 ASHBY RD,ST ANN,63074,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
PETRO MART 20,3161 ASHBY RD,ST ANN,63074,ST. LOUIS COUNTY,TRIPLE PLAY,2016,3,0
MERELLO BP,425 N HWY 67,FLORISSANT,63031,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
JORDAN LIQUORS,8601 E TRUMAN RD,KANSAS CITY,64126,JACKSON,TRIPLE PLAY,2016,1,0
HUGHES SELF SERVICE,37592 HWY 10,RICHMOND,64085,RAY,TRIPLE PLAY,2016,1,16
HUCKS FOOD STORE 222,2875 ST PETERS HOWELL RD,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,1,52
HUCKS FOOD STORE 222,2875 ST PETERS HOWELL RD,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,2,0
REEVES BOOMLAND,100 BEASLEY PARK RD,CHARLESTON,63834,MISSISSIPPI,TRIPLE PLAY,2016,1,80
REEVES BOOMLAND,100 BEASLEY PARK RD,CHARLESTON,63834,MISSISSIPPI,TRIPLE PLAY,2016,2,0
REEVES BOOMLAND,100 BEASLEY PARK RD,CHARLESTON,63834,MISSISSIPPI,TRIPLE PLAY,2016,4,0
YORK'S QUICK STOP,1107 ALLEN RD,CAMPBELL,63933,DUNKLIN,TRIPLE PLAY,2016,1,0
COUNTRY FRESH MKT PLACE,925 PLAZA DRIVE,ST CLAIR,63077,FRANKLIN,TRIPLE PLAY,2016,1,0
GAS-N-SNACK,13698 HWY 43,SENECA,64865,NEWTON,TRIPLE PLAY,2016,1,2
JOHN'S SUPER,960 ISLEY BLVD,EXCELSIOR SPG,64024,CLAY,TRIPLE PLAY,2016,1,0
AYERCO 44,7233 HWY 36,PALMYRA,63461,MARION,TRIPLE PLAY,2016,1,6
BUDS MARKET,312 E OSAGE,PACIFIC,63069,FRANKLIN,TRIPLE PLAY,2016,1,18
RAPID ROBERT'S 110,945 S CAMPBELL AVE,SPRINGFIELD,65806,GREENE,TRIPLE PLAY,2016,1,0
QUIKTRIP 230,11201 EAST TRUMAN RD,INDEPENDENCE,64050,JACKSON,TRIPLE PLAY,2016,1,44
PRICE CHOPPER 102,1030 W 103RD ST,KANSAS CITY,64114,JACKSON,TRIPLE PLAY,2016,1,82
PRICE CHOPPER 102,1030 W 103RD ST,KANSAS CITY,64114,JACKSON,TRIPLE PLAY,2016,2,0
GAS AND MORE,427 GRAND AVE,MEMPHIS,63555,SCOTLAND,TRIPLE PLAY,2016,1,8
JIM CARR OIL CO,100 W CHURCH ST,AURORA,65605,LAWRENCE,TRIPLE PLAY,2016,1,8
JIM CARR OIL CO,100 W CHURCH ST,AURORA,65605,LAWRENCE,TRIPLE PLAY,2016,2,0
QUIKTRIP 603,225 N KINGSHIGHWAY,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,66
QUIKTRIP 603,225 N KINGSHIGHWAY,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,2,0
QUIKTRIP 603,225 N KINGSHIGHWAY,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,5,0
QUIKTRIP 604,3847 MCCLAY RD,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,1,18
QUIKTRIP 604,3847 MCCLAY RD,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,2,0
QUIKTRIP 604,3847 MCCLAY RD,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,3,0
QUIKTRIP 601,9099 NATURAL BRIDGE RD,BEL RIDGE,63121,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,38
QUIKTRIP 601,9099 NATURAL BRIDGE RD,BEL RIDGE,63121,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CASH SAVERS,405 E 24 HWY,INDEPENDENCE,64050,JACKSON,TRIPLE PLAY,2016,1,0
HAPPY FOOD CENTER,4019 E 31ST ST,KANSAS CITY,64128,JACKSON,TRIPLE PLAY,2016,1,36
KRAKOW STORE,3052 HWY A,WASHINGTON,63090,FRANKLIN,TRIPLE PLAY,2016,1,28
QUIKTRIP 606,3000 MID RIVERS MALL DR,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,1,38
QUIKTRIP 606,3000 MID RIVERS MALL DR,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,2,0
QUIKTRIP 606,3000 MID RIVERS MALL DR,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,5,0
SIGNAL FOOD STORE #106,134 E US HWY 54,CAMDENTON,65020,CAMDEN,TRIPLE PLAY,2016,1,76
SIGNAL FOOD STORE #106,134 E US HWY 54,CAMDENTON,65020,CAMDEN,TRIPLE PLAY,2016,2,0
SUPERMART,711 N 20TH ST,OZARK,65721,CHRISTIAN,TRIPLE PLAY,2016,1,0
RAPID ROBERT'S 112,320 W SUNSHINE ST,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,8
RAPID ROBERT'S 112,320 W SUNSHINE ST,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,2,0
PLAZA GAS,640 E SOUTH ST,OZARK,65721,CHRISTIAN,TRIPLE PLAY,2016,1,54
PLAZA GAS,640 E SOUTH ST,OZARK,65721,CHRISTIAN,TRIPLE PLAY,2016,2,0
EXPRESS MART,518 S MAIN ST,DESOTO,63020,JEFFERSON,TRIPLE PLAY,2016,1,8
EXPRESS MART,518 S MAIN ST,DESOTO,63020,JEFFERSON,TRIPLE PLAY,2016,6,0
KRAZY KORNER STATION,9407 HWY 5,GROVESPRING,65662,WRIGHT,TRIPLE PLAY,2016,1,8
VINCENT'S 12TH ST MARKET,2400 S 12TH ST,ST LOUIS,63104,ST. LOUIS CITY,TRIPLE PLAY,2016,1,0
WARRENTON FASTLANE N,1010 STATE HWY 47,WARRENTON,63383,WARREN,TRIPLE PLAY,2016,1,72
WELLS PACKAGE STORE,RR 2 HWY 32 & 72 W,SALEM,65560,DENT,TRIPLE PLAY,2016,1,0
CONVENIENT FD MRT 14-003,701 EASTLAND DR S,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,1,26
COUNTRY CORNER,4090 ATHENA SCHOOL RD,DESOTO,63020,JEFFERSON,TRIPLE PLAY,2016,1,12
ARO-MART,3755 HARVESTER RD,ST PETERS,63303,ST. CHARLES,TRIPLE PLAY,2016,1,26
ARO-MART,3755 HARVESTER RD,ST PETERS,63303,ST. CHARLES,TRIPLE PLAY,2016,2,0
PETRO MART 02,11900 DORSETT RD,MARYLAND HEIGHTS,63043,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,26
SMALLEYS LIQUOR & GROCER,705 MAIN ST,VAN BUREN,63965,CARTER,TRIPLE PLAY,2016,1,8
MINIT FOOD MART,3949 HWY 67 N,POPLAR BLUFF,63901,BUTLER,TRIPLE PLAY,2016,1,2
FASTLANE TROY,310 EAST HWY 47,TROY,63379,LINCOLN,TRIPLE PLAY,2016,1,20
FASTLANE TROY,310 EAST HWY 47,TROY,63379,LINCOLN,TRIPLE PLAY,2016,2,0
PARK PLACE MARKET,17463 US HWY 160,FORSYTH,65653,TANEY,TRIPLE PLAY,2016,1,6
PARK PLACE MARKET,17463 US HWY 160,FORSYTH,65653,TANEY,TRIPLE PLAY,2016,2,0
SIGNAL FOOD STORE #107,2415 S CAMPBELL,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,40
SIGNAL FOOD STORE #107,2415 S CAMPBELL,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,2,0
CRAWFORD AMOCO,1300 E HWY 84,HAYTI,63851,PEMISCOT,TRIPLE PLAY,2016,1,16
STATE LINE SUPERCENTER,21526 HWY 67 S,NEELYVILLE,63954,BUTLER,TRIPLE PLAY,2016,1,0
HANLEY HILL CURRENCY EXCHANGE,7925 PAGE AVE,ST LOUIS,63133,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,16
SPEEDY CONV 1,4007 FREDERICK AVE,ST JOSEPH,64506,BUCHANAN,TRIPLE PLAY,2016,1,0
QUIKTRIP 237,6309 NE ANTIOCH RD,GLADSTONE,64119,CLAY,TRIPLE PLAY,2016,1,16
QUIKTRIP 237,6309 NE ANTIOCH RD,GLADSTONE,64119,CLAY,TRIPLE PLAY,2016,3,0
QUIKTRIP 237,6309 NE ANTIOCH RD,GLADSTONE,64119,CLAY,TRIPLE PLAY,2016,6,0
THOELE CONV STORE #350,2212 FIRST CAPITOL,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,0
QUIKTRIP 609,702 LEMAY FERRY RD,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,26
QUIKTRIP 609,702 LEMAY FERRY RD,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
QUIKTRIP 609,702 LEMAY FERRY RD,ST LOUIS,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,4,0
JUNCTION PIT STOP,104 S PINE ST,RICHLAND,65556,PULASKI,TRIPLE PLAY,2016,1,8
JUNCTION PIT STOP,104 S PINE ST,RICHLAND,65556,PULASKI,TRIPLE PLAY,2016,2,0
JUNCTION PIT STOP,104 S PINE ST,RICHLAND,65556,PULASKI,TRIPLE PLAY,2016,4,0
JUNCTION PIT STOP,104 S PINE ST,RICHLAND,65556,PULASKI,TRIPLE PLAY,2016,6,0
DIERBERGS-MKT PLACE,1730 CLARKSON RD,CHESTERFIELD,63017,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,40
DIERBERGS-MKT PLACE,1730 CLARKSON RD,CHESTERFIELD,63017,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
QUIKTRIP 234,6400 E 87TH ST,KANSAS CITY,64138,JACKSON,TRIPLE PLAY,2016,1,26
QUIKTRIP 234,6400 E 87TH ST,KANSAS CITY,64138,JACKSON,TRIPLE PLAY,2016,2,0
QUIKTRIP 605,10845 LILAC AVE,BELLEFONTAINE,63137,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,54
QUIKTRIP 605,10845 LILAC AVE,BELLEFONTAINE,63137,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
QUIKTRIP 610,2633 S BIG BEND BLVD,MAPLEWOOD,63143,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,36
QUIKTRIP 610,2633 S BIG BEND BLVD,MAPLEWOOD,63143,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
MO LOTTERY JEFFERSON CITY,1823 SOUTHRIDGE DR,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,1,0
MO LOTTERY SPRINGFIELD,1506 E RAYNELL,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,1,28
MO LOTTERY SPRINGFIELD,1506 E RAYNELL,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,2,0
MO LOTTERY SPRINGFIELD,1506 E RAYNELL,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,3,0
MO LOTTERY KANSAS CITY,3630 ARROWHEAD AVE,INDEPENDENCE,64057,JACKSON,TRIPLE PLAY,2016,1,4
MO LOTTERY KANSAS CITY,3630 ARROWHEAD AVE,INDEPENDENCE,64057,JACKSON,TRIPLE PLAY,2016,2,0
MO LOTTERY ST LOUIS,1831 CRAIG PARK CT,ST LOUIS,63146,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,28
MO LOTTERY ST LOUIS,1831 CRAIG PARK CT,ST LOUIS,63146,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
MO LOTTERY GAME ACCTNG,1823 SOUTHRIDGE DR,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,1,0
MO LOTTERY GAME ACCTNG,1823 SOUTHRIDGE DR,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,2,0
MO LOTTERY GAME ACCTNG,1823 SOUTHRIDGE DR,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,4,0
MO LOTTERY GAME ACCTNG,1823 SOUTHRIDGE DR,JEFFERSON CITY,65101,COLE,TRIPLE PLAY,2016,5,0
FILLING STATION THE,27 ROUTE O,SOUTH WEST CITY,64863,MCDONALD,TRIPLE PLAY,2016,1,0
KINGSHIGHWAY & 70 CURREN,4541 N KINGSHIGHWAY BLVD,ST LOUIS,63115,ST. LOUIS CITY,TRIPLE PLAY,2016,1,30
KINGSHIGHWAY & 70 CURREN,4541 N KINGSHIGHWAY BLVD,ST LOUIS,63115,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
JERRY'S QUIK SHOPPE,641 E ELM RT EE,MARSTON,63866,NEW MADRID,TRIPLE PLAY,2016,1,8
RAINBOW MARKET,4404 RAINBOW DR,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,24
RAINBOW MARKET,4404 RAINBOW DR,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,2,0
PETRO MART 03,14024 OLIVE ST RD,CHESTERFIELD,63017,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,14
QUIKTRIP 608,391 N MAIN,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,1,14
QUIKTRIP 608,391 N MAIN,ST PETERS,63376,ST. CHARLES,TRIPLE PLAY,2016,2,0
ABEL'S QUIK SHOP 14,519 N MAIN,MONROE CITY,63456,MONROE,TRIPLE PLAY,2016,1,0
QUIKTRIP 236,1850 BRANCH ST,PLATTE CITY,64079,PLATTE,TRIPLE PLAY,2016,1,30
QUIKTRIP 236,1850 BRANCH ST,PLATTE CITY,64079,PLATTE,TRIPLE PLAY,2016,2,0
HY-VEE 1542,9400 E 350 HWY,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,1,100
HY-VEE 1542,9400 E 350 HWY,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,2,0
HY-VEE 1542,9400 E 350 HWY,RAYTOWN,64133,JACKSON,TRIPLE PLAY,2016,3,0
QUIKTRIP 602,1640 S 5TH ST,ST CHARLES,63303,ST. CHARLES,TRIPLE PLAY,2016,1,90
QUIKTRIP 602,1640 S 5TH ST,ST CHARLES,63303,ST. CHARLES,TRIPLE PLAY,2016,2,0
MOBERLY TRAVEL CENTER,600 HWY 24 E,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,1,76
RAPID ROBERT'S 116,2019 S ELLIOTT AVE,AURORA,65605,LAWRENCE,TRIPLE PLAY,2016,1,22
RAPID ROBERT'S 116,2019 S ELLIOTT AVE,AURORA,65605,LAWRENCE,TRIPLE PLAY,2016,2,0
DAVE'S STAGECOACH INN,316 WESTPORT RD,KANSAS CITY,64111,JACKSON,TRIPLE PLAY,2016,1,0
HUCKS FOOD STORE 237,1020 COUNTRY CLUB RD,ST CHARLES,63303,ST. CHARLES,TRIPLE PLAY,2016,1,20
QUIKTRIP 615,5909 HOWDERSHELL RD,HAZELWOOD,63042,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,58
QUIKTRIP 615,5909 HOWDERSHELL RD,HAZELWOOD,63042,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
RAPID ROBERT'S 115,5350 N 22ND ST,OZARK,65721,CHRISTIAN,TRIPLE PLAY,2016,1,16
7-ELEVEN 19981B,260 HOFFMEISTER AVE,LEMAY,63125,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,14
7-ELEVEN 29027B,1301 VETERANS BLVD,FESTUS,63028,JEFFERSON,TRIPLE PLAY,2016,1,28
AYERCO 34,301 N PEARL,MILAN,63556,SULLIVAN,TRIPLE PLAY,2016,1,124
AYERCO 34,301 N PEARL,MILAN,63556,SULLIVAN,TRIPLE PLAY,2016,2,0
DIERBERGS-MCKNZIE PNT,7233 WATSON RD,ST LOUIS,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,140
DIERBERGS-MCKNZIE PNT,7233 WATSON RD,ST LOUIS,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
QUIKTRIP 619,4646 S SAINT PETERS PKWY,ST PETERS,63304,ST. CHARLES,TRIPLE PLAY,2016,1,82
QUIKTRIP 619,4646 S SAINT PETERS PKWY,ST PETERS,63304,ST. CHARLES,TRIPLE PLAY,2016,2,0
QUIKTRIP 619,4646 S SAINT PETERS PKWY,ST PETERS,63304,ST. CHARLES,TRIPLE PLAY,2016,3,0
YEATMAN'S MARKET,4401 ATHLONE AVE,ST LOUIS,63115,ST. LOUIS CITY,TRIPLE PLAY,2016,1,0
YEATMAN'S MARKET,4401 ATHLONE AVE,ST LOUIS,63115,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
PAUL'S LIQUOR & GROCERY,5506 PASEO BLVD,KANSAS CITY,64110,JACKSON,TRIPLE PLAY,2016,1,4
RAPID ROBERT'S 117,1872 ST HWY KK,OSAGE BEACH,65065,CAMDEN,TRIPLE PLAY,2016,1,10
7-ELEVEN 27408B,6909 SOUTHWEST AVE,ST LOUIS,63143,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,22
HUCKS FOOD STORE 252,3443 WATSON RD,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,1,30
HUCKS FOOD STORE 252,3443 WATSON RD,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,2,0
SHORT STOP MARKET,3072 MCKELVEY RD,BRIDGETON,63044,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,114
SHORT STOP MARKET,3072 MCKELVEY RD,BRIDGETON,63044,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
PRICE CHOPPER 17,9550 BLUE RIDGE BLVD,KANSAS CITY,64134,JACKSON,TRIPLE PLAY,2016,1,32
QUIKTRIP 244,1500 SW 7 HWY,BLUE SPRINGS,64014,JACKSON,TRIPLE PLAY,2016,1,42
QUIKTRIP 244,1500 SW 7 HWY,BLUE SPRINGS,64014,JACKSON,TRIPLE PLAY,2016,2,0
BOB'S QUALITY SUPERMKT,2708 N FLORISSANT,ST LOUIS,63106,ST. LOUIS CITY,TRIPLE PLAY,2016,1,0
7-ELEVEN 27379B,8250 WATSON RD,ST LOUIS,63119,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,6
FERGUSON AMOCO,1032 S FLORISSANT,FERGUSON,63135,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,4
