Retailer,Address,CITY,ZIP,County,Game,Year,Month,Sales
INGRAMS MARKET,3812 HWY Z,HILLSBORO,63050,JEFFERSON,TRIPLE PLAY,2016,1,22
DOWNTOWN MKT 284,10 E 13TH ST,KANSAS CITY,64106,JACKSON,TRIPLE PLAY,2016,1,62
DOWNTOWN MKT 284,10 E 13TH ST,KANSAS CITY,64106,JACKSON,TRIPLE PLAY,2016,2,0
DOWNTOWN MKT 284,10 E 13TH ST,KANSAS CITY,64106,JACKSON,TRIPLE PLAY,2016,3,0
7-ELEVEN 22931F,10615 BLUE RIDGE BLVD,KANSAS CITY,64134,JACKSON,TRIPLE PLAY,2016,1,56
VFW POST 7560,106 HIGHWAY A,HAWK POINT,63349,LINCOLN,TRIPLE PLAY,2016,1,4
HESSLERS PUB,11804 TESSON FERRY RD,ST LOUIS,63128,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,8
STORE THE #2,1906 TRUMAN BLVD,CARUTHERSVILLE,63830,PEMISCOT,TRIPLE PLAY,2016,1,18
JEFFCO BP,3998 JEFFCO BLVD,ARNOLD,63010,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,34
MURPHY USA 5805,3039 E JACKSON BLVD,JACKSON,63755,CAPE GIRARDEAU,TRIPLE PLAY,2016,1,12
MURPHY USA 6870,403 N STATE ST,DESLOGE,63601,ST. FRANCOIS,TRIPLE PLAY,2016,1,40
GT EXPRESS,1005 WALTON DR,FREDERICKTOWN,63645,MADISON,TRIPLE PLAY,2016,1,8
MURPHY USA 5775,630 S TRUMAN BLVD,FESTUS,63028,JEFFERSON,TRIPLE PLAY,2016,1,8
HIGH RIDGE ELKS LDG 2455,2808 OLD HUNNING RD,HIGH RIDGE,63049,JEFFERSON,TRIPLE PLAY,2016,1,12
7-ELEVEN 19457B,4948 CHRISTY BLVD,ST LOUIS,63116,ST. LOUIS CITY,TRIPLE PLAY,2016,1,56
ERINS PUB,3010 STATE RT 291 STE G,INDEPENDENCE,64057,JACKSON,TRIPLE PLAY,2016,1,16
FIRE STATION BAR & GRILL,146 ILLINOIS ST SW,CAMDENTON,65020,CAMDEN,TRIPLE PLAY,2016,1,2
HOTSHOTS,12664 DORSETT RD,MARYLAND HEIGHTS,63043,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,2
7-ELEVEN 13294D,11001 E 23RD ST,INDEPENDENCE,64052,JACKSON,TRIPLE PLAY,2016,1,26
DIRT CHEAP CIGS & BEER 25,413 N STATE ST,DESLOGE,63601,ST. FRANCOIS,TRIPLE PLAY,2016,1,184
DIRT CHEAP CIGS & BEER 25,413 N STATE ST,DESLOGE,63601,ST. FRANCOIS,TRIPLE PLAY,2016,2,0
DIRT CHEAP CIGS & BEER 25,413 N STATE ST,DESLOGE,63601,ST. FRANCOIS,TRIPLE PLAY,2016,3,0
DISC SMOKES & TOBACCO,7401 N OAK TRFY,GLADSTONE,64118,JACKSON,TRIPLE PLAY,2016,1,6
BUFFALO EAGLE STOP,1212 S ASH ST,BUFFALO,65622,DALLAS,TRIPLE PLAY,2016,1,20
CASEYS 2800,413 N PUBLIC AVE,CLEVER,65631,CHRISTIAN,TRIPLE PLAY,2016,1,130
CASEYS 2800,413 N PUBLIC AVE,CLEVER,65631,CHRISTIAN,TRIPLE PLAY,2016,2,0
MINI MARKET,2120 N WATERFORD DR,FLORISSANT,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,108
MINI MARKET,2120 N WATERFORD DR,FLORISSANT,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
REEDS SPRING FUEL MART,21209 MAIN ST,REEDS SPRING,65737,STONE,TRIPLE PLAY,2016,1,14
REEDS SPRING FUEL MART,21209 MAIN ST,REEDS SPRING,65737,STONE,TRIPLE PLAY,2016,2,0
BRIDGETON MOBIL,12239 NATURAL BRIDGE RD,BRIDGETON,63044,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,146
LOOP LIQUOR & FOOD MART,26 BUSINESS LOOP 70 E,COLUMBIA,65203,BOONE,TRIPLE PLAY,2016,1,6
7 EXPRESS,14051 N STATE HWY 7,CLIMAX SPRINGS,65324,CAMDEN,TRIPLE PLAY,2016,1,80
7 EXPRESS,14051 N STATE HWY 7,CLIMAX SPRINGS,65324,CAMDEN,TRIPLE PLAY,2016,2,0
LEISURE LIVING,817 S MORLEY ST,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,1,22
BUCKYS EXPRESS 397,9791 PAGE AVE,ST LOUIS,63132,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,166
BUCKYS EXPRESS 397,9791 PAGE AVE,ST LOUIS,63132,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
PRINCE MKT LIQUOR & MORE,9826 ST CHARLES RK RD,ST ANN,63074,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,50
22 DRIVE THRU LLC,889 E HWY 22,CENTRALIA,65240,BOONE,TRIPLE PLAY,2016,1,6
FAST & FRIENDLY,243 S MAIN ST,LICKING,65542,TEXAS,TRIPLE PLAY,2016,1,6
INDEPENDENCE LIQUOR,11305 E 40 HWY,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,1,4
PETRO MART 65,767 N NEW BALLAS RD,CREVE COEUR,63141,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,70
MURPHY USA 6775,3660 STARDUST DR,HANNIBAL,63401,MARION,TRIPLE PLAY,2016,1,26
TOWN TAVERN THE,475 E PINE ST,BOURBON,65441,CRAWFORD,TRIPLE PLAY,2016,1,24
TOWN TAVERN THE,475 E PINE ST,BOURBON,65441,CRAWFORD,TRIPLE PLAY,2016,2,0
CASEYS 2805,405 E HARRISON ST,AUXVASSE,65231,CALLAWAY,TRIPLE PLAY,2016,1,18
STOP N GO,13240 SW US HWY 59W,RUSHVILLE,64484,BUCHANAN,TRIPLE PLAY,2016,1,12
STOP N GO,13240 SW US HWY 59W,RUSHVILLE,64484,BUCHANAN,TRIPLE PLAY,2016,2,0
KUM & GO 432,3303 W BROADWAY ST,BOLIVAR,65613,POLK,TRIPLE PLAY,2016,1,108
KUM & GO 432,3303 W BROADWAY ST,BOLIVAR,65613,POLK,TRIPLE PLAY,2016,2,0
KUM & GO 433,2565 S SPRINGFIELD AVE,BOLIVAR,65613,POLK,TRIPLE PLAY,2016,1,122
KUM & GO 433,2565 S SPRINGFIELD AVE,BOLIVAR,65613,POLK,TRIPLE PLAY,2016,2,0
KUM & GO 433,2565 S SPRINGFIELD AVE,BOLIVAR,65613,POLK,TRIPLE PLAY,2016,3,0
KUM & GO 434,414 N PUBLIC AVE,CLEVER,65631,CHRISTIAN,TRIPLE PLAY,2016,1,118
KUM & GO 434,414 N PUBLIC AVE,CLEVER,65631,CHRISTIAN,TRIPLE PLAY,2016,2,0
KUM & GO 1435,249 W OLD MILL RD,FAIR GROVE,65648,GREENE,TRIPLE PLAY,2016,1,86
KUM & GO 1435,249 W OLD MILL RD,FAIR GROVE,65648,GREENE,TRIPLE PLAY,2016,2,0
KUM & GO 441,195 GAGE DR,HOLLISTER,65672,TANEY,TRIPLE PLAY,2016,1,104
KUM & GO 441,195 GAGE DR,HOLLISTER,65672,TANEY,TRIPLE PLAY,2016,2,0
KUM & GO 442,1631 E 4TH ST,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,1,20
KUM & GO 446,3931 E 7TH ST,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,1,38
KUM & GO 446,3931 E 7TH ST,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,2,0
KUM & GO 447,2307 W 7TH ST,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,1,6
KUM & GO 447,2307 W 7TH ST,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,2,0
KUM & GO #461,5958 N MAIN ST,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,1,24
KUM & GO #491,5302 S RANGE LINE RD,JOPLIN,64804,JASPER,TRIPLE PLAY,2016,1,12
KUM & GO 492,870 E US HWY 60,MONETT,65708,BARRY,TRIPLE PLAY,2016,1,92
KUM & GO 492,870 E US HWY 60,MONETT,65708,BARRY,TRIPLE PLAY,2016,2,0
KUM & GO 493,16140 HIGHWAY 59,NEOSHO,64850,NEWTON,TRIPLE PLAY,2016,1,26
KUM & GO 495,102 S RIDGECREST AVE,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,1,96
KUM & GO 498,4996 S STATE HWY 125,ROGERSVILLE,65742,GREENE,TRIPLE PLAY,2016,1,84
KUM & GO 498,4996 S STATE HWY 125,ROGERSVILLE,65742,GREENE,TRIPLE PLAY,2016,2,0
KUM & GO 499,1894 S STATE HWY 125,ROGERSVILLE,65742,GREENE,TRIPLE PLAY,2016,1,18
KUM & GO 551,2149 S CAMPBELL AVE,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,56
KUM & GO 551,2149 S CAMPBELL AVE,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,3,0
KUM & GO 1554,2885 E CHESTNUT EXPWY,SPRINGFIELD,65802,GREENE,TRIPLE PLAY,2016,1,40
KUM & GO 1554,2885 E CHESTNUT EXPWY,SPRINGFIELD,65802,GREENE,TRIPLE PLAY,2016,2,0
KUM & GO 1554,2885 E CHESTNUT EXPWY,SPRINGFIELD,65802,GREENE,TRIPLE PLAY,2016,5,0
KUM & GO 1554,2885 E CHESTNUT EXPWY,SPRINGFIELD,65802,GREENE,TRIPLE PLAY,2016,6,0
KUM & GO #555,3450 W DIVISION ST,SPRINGFIELD,65802,GREENE,TRIPLE PLAY,2016,1,42
KUM & GO #555,3450 W DIVISION ST,SPRINGFIELD,65802,GREENE,TRIPLE PLAY,2016,2,0
KUM & GO 557,1700 E VALLEY WATER MILL,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,290
KUM & GO 557,1700 E VALLEY WATER MILL,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,2,0
KUM & GO 557,1700 E VALLEY WATER MILL,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,3,0
KUM & GO 557,1700 E VALLEY WATER MILL,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,4,0
KUM & GO 558,959 S GLENSTONE AVE,SPRINGFIELD,65802,GREENE,TRIPLE PLAY,2016,1,30
KUM & GO 560,215 S KANSAS EXPY,SPRINGFIELD,65806,GREENE,TRIPLE PLAY,2016,1,48
KUM & GO 561,3445 E KEARNEY ST,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,20
KUM & GO 563,3015 W REPUBLIC RD,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,250
KUM & GO 566,1701 W SMITH ST,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,42
KUM & GO 567,2904 E SUNSHINE ST,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,1,60
KUM & GO 567,2904 E SUNSHINE ST,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,2,0
KUM & GO 569,2587 N RANGE LINE RD,WEBB CITY,64870,JASPER,TRIPLE PLAY,2016,1,10
KUM & GO 562,3449 W KEARNEY ST,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,66
HARTLAND PIT STOP,RT 3 BOX 3977,DONIPHAN,63935,RIPLEY,TRIPLE PLAY,2016,1,32
ARCH CITY DELI,430 S 15TH ST,ST LOUIS,63103,ST. LOUIS CITY,TRIPLE PLAY,2016,1,18
ARCH CITY DELI,430 S 15TH ST,ST LOUIS,63103,ST. LOUIS CITY,TRIPLE PLAY,2016,4,0
FAIRGROUNDS EAGLE STOP,2959 N GRANT AVE,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,30
MJ'S MINI MART,411 WASHBURN RD,GRAVOIS MILLS,65037,MORGAN,TRIPLE PLAY,2016,1,16
KUM & GO 1568,1395 GW LANE,WAYNESVILLE,65583,PULASKI,TRIPLE PLAY,2016,1,82
BULLSEYE 21,104 S DALLAS ST,URBANA,65767,DALLAS,TRIPLE PLAY,2016,1,30
BULLSEYE 25,105 N HWY 65,PRESTON,65732,HICKORY,TRIPLE PLAY,2016,1,2
BULLSEYE 34,25516 STATE HWY 64,PITTSBURG,65724,HICKORY,TRIPLE PLAY,2016,1,14
KUM & GO 431,5505 STATE HWY FF,BATTLEFIELD,65619,GREENE,TRIPLE PLAY,2016,1,90
KUM & GO 431,5505 STATE HWY FF,BATTLEFIELD,65619,GREENE,TRIPLE PLAY,2016,4,0
KUM & GO 459,1832 S MAIDEN LN,JOPLIN,64801,JASPER,TRIPLE PLAY,2016,1,8
KUM & GO 489,4020 W BATTLEFIELD ST,SPRINGFIELD,65807,GREENE,TRIPLE PLAY,2016,1,124
KUM & GO 494,402 MASSEY BLVD,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,1,56
KUM & GO 494,402 MASSEY BLVD,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,2,0
KUM & GO 494,402 MASSEY BLVD,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,3,0
KUM & GO 550,3264 E BATTLEFIELD RD,SPRINGFIELD,65804,GREENE,TRIPLE PLAY,2016,1,44
KUM & GO 556,1550 N GLENSTONE AVE,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,72
TNT CONVENIENCE LLC,1419 E 9TH ST,TRENTON,64683,GRUNDY,TRIPLE PLAY,2016,1,34
GET IT N GO EXPRESS,601 S MORLEY ST,MOBERLY,65270,RANDOLPH,TRIPLE PLAY,2016,1,20
O & G,202 E US HWY 40,BATES CITY,64011,LAFAYETTE,TRIPLE PLAY,2016,1,0
THOMAS QUICK STOP INC,35635 HWY 28W,BELLE,65013,MARIES,TRIPLE PLAY,2016,1,8
K & M LIQUOR & TOBACCO,4201 BLUE RIDGE BLVD,KANSAS CITY,64133,JACKSON,TRIPLE PLAY,2016,1,12
FERGUSON MARKET,9101 W FLORISSANT AVE,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,64
SAMS MEAT MARKET,9241 W FLORISSANT AVE,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
MOSER'S FOODS 7,4840 N HWY 763,COLUMBIA,65202,BOONE,TRIPLE PLAY,2016,1,88
MOSER'S FOODS 7,4840 N HWY 763,COLUMBIA,65202,BOONE,TRIPLE PLAY,2016,2,0
OVERLAND FOOD MART & LIQ,9603 PAGE AVE,ST LOUIS,63132,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,22
OVERLAND FOOD MART & LIQ,9603 PAGE AVE,ST LOUIS,63132,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
PRICE CHOPPER 288,9717 N ASH AVE,KANSAS CITY,64157,CLAY,TRIPLE PLAY,2016,1,132
PRICE CHOPPER 288,9717 N ASH AVE,KANSAS CITY,64157,CLAY,TRIPLE PLAY,2016,2,0
BROADWAY CORNER STORE,2006 N BROADWAY AVE,SPRINGFIELD,65803,GREENE,TRIPLE PLAY,2016,1,40
EAGLEVILLE TRAVEL CTR,25024 E STATE HWY N,EAGLEVILLE,64442,HARRISON,TRIPLE PLAY,2016,1,0
HARD TIMES BAR & GRILL,302 N ST LOUIS ST,IBERIA,65486,MILLER,TRIPLE PLAY,2016,1,12
MIDWAY GENERAL STORE LLC,13545 HWY 32,STE GENEVIEVE,63670,ST. GENEVIEVE,TRIPLE PLAY,2016,1,22
BUFFALO BULLSEYE,101 N ASH ST,BUFFALO,65622,DALLAS,TRIPLE PLAY,2016,1,52
BUFFALO BULLSEYE,101 N ASH ST,BUFFALO,65622,DALLAS,TRIPLE PLAY,2016,2,0
FAS-TRIP 107,4700 SOUTH POINT RD,WASHINGTON,63090,FRANKLIN,TRIPLE PLAY,2016,1,80
FAS-TRIP 107,4700 SOUTH POINT RD,WASHINGTON,63090,FRANKLIN,TRIPLE PLAY,2016,3,0
GOODFELLA'S,4300 GOODFELLOW 105F,ST LOUIS,63120,ST. LOUIS CITY,TRIPLE PLAY,2016,1,36
PISTOL CREEK,530A W FIR RD,CARTHAGE,64836,JASPER,TRIPLE PLAY,2016,1,4
AMERIMART 19,19950 STATE HWY C,ADVANCE,63730,STODDARD,TRIPLE PLAY,2016,1,54
ENERGY EXPRESS 709,18423 OLIVE ST RD,CHESTERFIELD,63005,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,2
SOPHIE'S PLACE,2815 WATSON RD,ST LOUIS,63139,ST. LOUIS CITY,TRIPLE PLAY,2016,1,2
XPRESS MART,1109 E LIBERTY ST,MEXICO,65265,AUDRAIN,TRIPLE PLAY,2016,1,32
DOUBLE NICKEL,1651 E HWY 84,HAYTI,63851,PEMISCOT,TRIPLE PLAY,2016,2,0
EXPRESS #2,219 N US HWY 169,SMITHVILLE,64089,CLAY,TRIPLE PLAY,2016,1,54
EXPRESS #2,219 N US HWY 169,SMITHVILLE,64089,CLAY,TRIPLE PLAY,2016,2,0
GRANDVIEW CONV FOOD & LI,1711 DUNN RD,FLORISSANT,63033,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,24
HEARTLAND X'PRESS,4155 S WESTWOOD BLVD,POPLAR BLUFF,63901,BUTLER,TRIPLE PLAY,2016,1,88
HEARTLAND X'PRESS,4155 S WESTWOOD BLVD,POPLAR BLUFF,63901,BUTLER,TRIPLE PLAY,2016,2,0
PICK-A-DILLY 702,2610 ST MARYS AVE,HANNIBAL,63401,MARION,TRIPLE PLAY,2016,1,54
PICK-A-DILLY 704,101 E US HWY 54,VANDALIA,63382,AUDRAIN,TRIPLE PLAY,2016,1,94
PICK-A-DILLY 706,3531 MARKET ST,HANNIBAL,63401,MARION,TRIPLE PLAY,2016,1,6
PICK-A-DILLY 707,8460 HWY 24,TAYLOR,63471,MARION,TRIPLE PLAY,2016,1,44
PICK-A-DILLY 708,3906 MCMASTERS AVE,HANNIBAL,63401,MARION,TRIPLE PLAY,2016,1,14
PICK-A-DILLY 711,618 S MAIN ST,PALMYRA,63461,MARION,TRIPLE PLAY,2016,1,16
PICK-A-DILLY 701,1910 MARKET ST,HANNIBAL,63401,MARION,TRIPLE PLAY,2016,1,10
PICK-A-DILLY 725,1329 MARK TWAIN AVE,HANNIBAL,63401,MARION,TRIPLE PLAY,2016,1,42
PICK-A-DILLY 734,100 S FIRST ST,EDINA,63537,KNOX,TRIPLE PLAY,2016,1,18
PICK-A-DILLY 742,1112 S BALTIMORE ST,KIRKSVILLE,63501,ADAIR,TRIPLE PLAY,2016,1,20
PICK-A-DILLY 705,101 E HWY 19,CENTER,63436,RALLS,TRIPLE PLAY,2016,1,4
PICK-A-DILLY 705,101 E HWY 19,CENTER,63436,RALLS,TRIPLE PLAY,2016,2,0
NEW GAS & GOODIES,1207 W MALONE AVE,SIKESTON,63801,SCOTT,TRIPLE PLAY,2016,1,22
PIRATE'S COVE,10731 MARGATEHALL DR,BRIDGETON,63044,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,8
GOOSE CREEK MKT & PUB,6161 OFFICE RD,FRENCH VILLAGE,63036,ST. FRANCOIS,TRIPLE PLAY,2016,1,8
CROCKER CONOCO,504 COMMERCIAL STREET,CROCKER,65452,PULASKI,TRIPLE PLAY,2016,1,30
CROCKER CONOCO,504 COMMERCIAL STREET,CROCKER,65452,PULASKI,TRIPLE PLAY,2016,2,0
LAKERS EAGLE STOP,535 E US HWY 54,CAMDENTON,65020,CAMDEN,TRIPLE PLAY,2016,1,44
GATOR'S SOUTH,5915 HWY 61/67,IMPERIAL,63052,JEFFERSON,TRIPLE PLAY,2016,1,0
GET A BITE INC,29828 HWY M,EDWARDS,65326,BENTON,TRIPLE PLAY,2016,1,2
GET A BITE INC,29828 HWY M,EDWARDS,65326,BENTON,TRIPLE PLAY,2016,2,0
LOVES TRAVEL STOP 347,2501 W ASHLEY RD,BOONVILLE,65233,COOPER,TRIPLE PLAY,2016,1,12
KUM & GO 449,15679 KODIAK RD,NEOSHO,64850,NEWTON,TRIPLE PLAY,2016,1,36
CROWN MART 6,1513 N 13TH ST,ST LOUIS,63106,ST. LOUIS CITY,TRIPLE PLAY,2016,1,46
PETRO MART 5,982 S HWY DR,FENTON,63026,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,66
PETRO MART 6,5300 CAROLINE DR,HIGH RIDGE,63049,JEFFERSON,TRIPLE PLAY,2016,1,238
PETRO MART 6,5300 CAROLINE DR,HIGH RIDGE,63049,JEFFERSON,TRIPLE PLAY,2016,2,0
PETRO MART 7,1200 MAIN ST,IMPERIAL,63052,JEFFERSON,TRIPLE PLAY,2016,1,154
PETRO MART 7,1200 MAIN ST,IMPERIAL,63052,JEFFERSON,TRIPLE PLAY,2016,3,0
PETRO MART 8,6098 MID RIVERS MALL DR,ST PETERS,63304,ST. CHARLES,TRIPLE PLAY,2016,1,54
PETRO MART 8,6098 MID RIVERS MALL DR,ST PETERS,63304,ST. CHARLES,TRIPLE PLAY,2016,2,0
QUIKTRIP 669,8334 HIGHWAY N,LAKE ST LOUIS,63367,ST. CHARLES,TRIPLE PLAY,2016,1,68
COUNTRY MART 70,200 S TOWN BLVD,HOLLISTER,65672,TANEY,TRIPLE PLAY,2016,1,238
COUNTRY MART 70,200 S TOWN BLVD,HOLLISTER,65672,TANEY,TRIPLE PLAY,2016,2,0
COUNTRY MART 71,1447 STATE HWY 248 STE J,BRANSON,65616,TANEY,TRIPLE PLAY,2016,1,40
KING FOOD SAVER 72,18128 HWY 13,BRANSON WEST,65737,STONE,TRIPLE PLAY,2016,1,70
KING FOOD SAVER 72,18128 HWY 13,BRANSON WEST,65737,STONE,TRIPLE PLAY,2016,2,0
KING FOOD SAVER 72,18128 HWY 13,BRANSON WEST,65737,STONE,TRIPLE PLAY,2016,3,0
COUNTRY MART 73,15720 US HWY 160,FORSYTH,65653,TANEY,TRIPLE PLAY,2016,1,36
NEW TOWN MOTO MART 3369,3750 NEW TOWN BLVD,ST CHARLES,63301,ST. CHARLES,TRIPLE PLAY,2016,1,112
MPC 53,5922 HWY 19,CUBA,65453,CRAWFORD,TRIPLE PLAY,2016,1,56
7-ELEVEN 19503B,2306 CHAMBERS RD,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,88
7-ELEVEN 19503B,2306 CHAMBERS RD,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
EAGLES 3911,6954 HWY 63,HOUSTON,65483,TEXAS,TRIPLE PLAY,2016,1,16
MURPHY USA 5784,1309 SOUTHERN HILLS CTR,WEST PLAINS,65775,HOWELL,TRIPLE PLAY,2016,1,26
MURPHY USA 5745,1502 FIRST ST,KENNETT,63857,DUNKLIN,TRIPLE PLAY,2016,1,4
QUIKTRIP 657,1150 FEISE RD,DARDENNE PRAIRIE,63368,ST. CHARLES,TRIPLE PLAY,2016,1,188
QUIKTRIP 657,1150 FEISE RD,DARDENNE PRAIRIE,63368,ST. CHARLES,TRIPLE PLAY,2016,2,0
QUIKTRIP 657,1150 FEISE RD,DARDENNE PRAIRIE,63368,ST. CHARLES,TRIPLE PLAY,2016,6,0
QUIKTRIP 227,3101 SOUTHWEST BLVD,KANSAS CITY,64108,JACKSON,TRIPLE PLAY,2016,1,200
QUIKTRIP 227,3101 SOUTHWEST BLVD,KANSAS CITY,64108,JACKSON,TRIPLE PLAY,2016,2,0
CLAY RAY VETERANS ASSOC,208 VETERANS MEMORIAL DR,EXCELSIOR SPG,64024,CLAY,TRIPLE PLAY,2016,1,14
FASTLANE 64,540 AMERIHOST DR,FULTON,65251,CALLAWAY,TRIPLE PLAY,2016,1,50
ONE STOP LIQUOR,14173 MANCHESTER STE N,MANCHESTER,63011,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,2
SOUTH PUBLIC MARKET,7701 S BROADWAY,ST LOUIS,63111,ST. LOUIS CITY,TRIPLE PLAY,2016,1,24
EXPRESS STOP 3,6201 ST JOHN AVE,KANSAS CITY,64123,JACKSON,TRIPLE PLAY,2016,1,92
EXPRESS STOP 3,6201 ST JOHN AVE,KANSAS CITY,64123,JACKSON,TRIPLE PLAY,2016,2,0
A1 FOOD & PKG LIQUOR,10625 NEW HALLS FERY RD,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,30
A1 FOOD & PKG LIQUOR,10625 NEW HALLS FERY RD,ST LOUIS,63136,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
CASEYS 2838,151 LOVELAND ST,SEYMOUR,65746,WEBSTER,TRIPLE PLAY,2016,1,12
SPUT'S PLACE,17829 MARIES RD HWY 63,ROLLA,65401,PHELPS,TRIPLE PLAY,2016,1,8
HY-VEE GAS 1081,501 E NIFONG BLVD,COLUMBIA,65201,BOONE,TRIPLE PLAY,2016,1,30
HY-VEE GAS 1081,501 E NIFONG BLVD,COLUMBIA,65201,BOONE,TRIPLE PLAY,2016,2,0
HY-VEE 1081,405 E NIFONG BLVD,COLUMBIA,65201,BOONE,TRIPLE PLAY,2016,1,140
HY-VEE 1081,405 E NIFONG BLVD,COLUMBIA,65201,BOONE,TRIPLE PLAY,2016,2,0
BERGER'S GAS MART,71 COUNTY RD 323,POPLAR BLUFF,63901,BUTLER,TRIPLE PLAY,2016,1,34
SMOKE 4 LESS & CONVENIEN,1701 S NOLAND RD,INDEPENDENCE,64055,JACKSON,TRIPLE PLAY,2016,1,26
BREAK TIME 3124,420 W MONROE ST,MEXICO,65265,AUDRAIN,TRIPLE PLAY,2016,1,20
SNOW HILL VARIETY,38 BRUSSELS RD,FOLEY,63347,LINCOLN,TRIPLE PLAY,2016,1,12
JUST BILL'S PLACE,2543 WOODSON RD,OVERLAND,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,0
BEE LINE SNACK SHOP 12,5114 OLD LOHMAN RD,JEFFERSON CITY,65109,COLE,TRIPLE PLAY,2016,1,38
FASTLANE 63,6725 HWY 6,TAYLOR,63471,MARION,TRIPLE PLAY,2016,1,0
MURPHY USA 7471,2148 MAIN ST,BOONVILLE,65233,COOPER,TRIPLE PLAY,2016,1,108
MURPHY USA 7471,2148 MAIN ST,BOONVILLE,65233,COOPER,TRIPLE PLAY,2016,2,0
CHEAP N CHEAP,3235 N SERVICE RD E,FORISTELL,63348,ST. CHARLES,TRIPLE PLAY,2016,1,6
SHOP N SAVE FUEL EXPRESS 4543,8970 ST CHARLES ROCK RD,ST LOUIS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,1,84
SHOP N SAVE FUEL EXPRESS 4543,8970 ST CHARLES ROCK RD,ST LOUIS,63114,ST. LOUIS COUNTY,TRIPLE PLAY,2016,2,0
TJ'S CORRAL LLC,RT 3 BOX 3240,DONIPHAN,63935,RIPLEY,TRIPLE PLAY,2016,1,6
CASEYS 2855,316 OZARK ST,CABOOL,65689,TEXAS,TRIPLE PLAY,2016,1,66
CASEYS 2856,1306 W MOUNT VERNON ST,NIXA,65714,CHRISTIAN,TRIPLE PLAY,2016,1,74
CASEYS 2858,404 W HWY 54,HERMITAGE,65668,HICKORY,TRIPLE PLAY,2016,1,20
CASEYS 2859,130 STATE ROUTE 19,THAYER,65791,OREGON,TRIPLE PLAY,2016,1,126
CASEYS 2859,130 STATE ROUTE 19,THAYER,65791,OREGON,TRIPLE PLAY,2016,2,0
CASEYS 2860,1510 PREACHER ROE BLVD,WEST PLAINS,65775,HOWELL,TRIPLE PLAY,2016,1,100
CASEYS 2860,1510 PREACHER ROE BLVD,WEST PLAINS,65775,HOWELL,TRIPLE PLAY,2016,2,0
CASEYS 2861,1029 S HWY 63,HOUSTON,65483,TEXAS,TRIPLE PLAY,2016,1,94
